Product Link,Product Name,Product Price,Product Rating,Product Ratings
amazon.in/sspa/click?ie=UTF8&spc=MToyMjMxMTIyMzAwNjM1ODc6MTY5MDA5MTcxNTpzcF9hdGY6MzAwMDE2NjE4MTk2NTMyOjowOjo&url=%2FZebronics-Compartment-Backpacks-15-6-inch-Black%2Fdp%2FB0C6KZS555%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690091715%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",499,,
amazon.in/sspa/click?ie=UTF8&spc=MToyMjMxMTIyMzAwNjM1ODc6MTY5MDA5MTcxNTpzcF9hdGY6MjAwNjU1MzM2ODQ2OTg6OjA6Og&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690091715%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,700",248,4.0 out of 5 stars
amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-3,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),"1,199","54,975",4.0 out of 5 stars
amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-4,Skybags Brat Black 46 Cms Casual Backpack,669,"5,172",4.1 out of 5 stars
amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-5,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),550,"11,828",4.3 out of 5 stars
amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-6,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,"3,218",3.9 out of 5 stars
amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-7,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Brown),987,"5,915",4.4 out of 5 stars
amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-8,"Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",649,"16,569",3.9 out of 5 stars
amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-9,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,199",549,4.3 out of 5 stars
amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-10,Safari Compact Size 15 Ltrs Casual Backpack For Unisex Adult - Sea Blue,248,"19,994",4.0 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MToyMjMxMTIyMzAwNjM1ODc6MTY5MDA5MTcxNTpzcF9tdGY6MzAwMDEzMzQyOTgzODMyOjowOjo&url=%2FPolice-Polyester-laptop-casual-backpack%2Fdp%2FB09CQ5T3LN%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690091715%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"1,399","5,731",4.1 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MToyMjMxMTIyMzAwNjM1ODc6MTY5MDA5MTcxNTpzcF9tdGY6MzAwMDExMTY2ODM4NzMyOjowOjo&url=%2FSafari-SAGE18FBBLK-Sage-Formal-Backpack%2Fdp%2FB097JLZBK3%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690091715%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Sage Formal Backpack - black,"3,499",2,5.0 out of 5 stars
amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-13,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,499,475,4.0 out of 5 stars
amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-14,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",689,"2,304",3.8 out of 5 stars
amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-15,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),549,"1,015",3.9 out of 5 stars
amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-16,Gear Cello 30 Ltrs Black Laptop Backpack (LBPASPIRE0104),"1,125","5,906",4.4 out of 5 stars
amazon.in/Nelle-Harper-Womens-Sling-Green/dp/B07JGQM7DC/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-17,Nelle Harper Women's Handbag,809,"1,904",3.7 out of 5 stars
amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-18,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,"9,890",3.9 out of 5 stars
amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-19,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),427,"7,619",4.3 out of 5 stars
amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1690091715&sprefix=ba%2Caps%2C283&sr=8-20,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,749,"1,552",4.1 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MToyMjMxMTIyMzAwNjM1ODc6MTY5MDA5MTcxNTpzcF9idGY6MjAxNjcxNTQ5ODEyOTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JQSMD5%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690091715%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,EUME Tourismo 36L Laptop Backpack Bag with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,"2,499",7,4.4 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MToyMjMxMTIyMzAwNjM1ODc6MTY5MDA5MTcxNTpzcF9idGY6MzAwMDA2ODIyMTI2NjMyOjowOjo&url=%2FWALKENT-Premium-Support-Pockets-Elprine%2Fdp%2FB0C7KP65DP%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690091715%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"WALKENT Waterproof Laptop Bag for Men with Side Bottle Pockets, Cushioned Straps & More P2","4,990",,
amazon.in/sspa/click?ie=UTF8&spc=MTo1NTA2NjIwODA1NjUwMDIxOjE2OTAwOTU2NDU6c3BfYXRmX25leHQ6MzAwMDEzMzQyOTgzODMyOjowOjo&url=%2FPolice-Polyester-laptop-casual-backpack%2Fdp%2FB09CQ5T3LN%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690095645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"1,399","5,731",4.1 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MTo1NTA2NjIwODA1NjUwMDIxOjE2OTAwOTU2NDU6c3BfYXRmX25leHQ6MjAxNjcxNTQ5ODEyOTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JQSMD5%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690095645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,EUME Tourismo 36L Laptop Backpack Bag with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,"2,499",7,4.4 out of 5 stars
amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-19,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,749,"1,552",4.1 out of 5 stars
amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-20,Northzone Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Black) 40L,415,121,4.0 out of 5 stars
amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-21,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",839,"3,689",4.3 out of 5 stars
amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-22,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",550,"11,828",4.3 out of 5 stars
amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-23,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",679,"4,901",4.0 out of 5 stars
amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-24,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,439,31,3.9 out of 5 stars
amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-25,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,224,"6,823",3.7 out of 5 stars
amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-26,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),549,"7,660",3.9 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MTo1NTA2NjIwODA1NjUwMDIxOjE2OTAwOTU2NDU6c3BfbXRmOjMwMDAxMTE2NjgzODczMjo6MDo6&url=%2FSafari-SAGE18FBBLK-Sage-Formal-Backpack%2Fdp%2FB097JLZBK3%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690095645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Sage Formal Backpack - black,"3,499",2,5.0 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MTo1NTA2NjIwODA1NjUwMDIxOjE2OTAwOTU2NDU6c3BfbXRmOjMwMDAwNjgyMjEyNjYzMjo6MDo6&url=%2FWALKENT-Premium-Support-Pockets-Elprine%2Fdp%2FB0C7KP65DP%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690095645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"WALKENT Waterproof Laptop Bag for Men with Side Bottle Pockets, Cushioned Straps & More P2","4,990",,
amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-29,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",680,179,3.6 out of 5 stars
amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-30,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,269,"3,676",4.0 out of 5 stars
amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-31,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,499,475,4.0 out of 5 stars
amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-32,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,229,"3,387",4.3 out of 5 stars
amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-33,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,"3,218",3.9 out of 5 stars
amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-34,"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",599,"1,447",4.0 out of 5 stars
amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-35,URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,431,946,3.5 out of 5 stars
amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QBD333/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1690095645&sprefix=ba%2Caps%2C283&sr=8-36,Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),"1,439","4,024",4.5 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MTo1NTA2NjIwODA1NjUwMDIxOjE2OTAwOTU2NDU6c3BfYnRmOjIwMTYzMDU5ODA0MTk4OjowOjo&url=%2FWALKENT-Multifunction-Duo-Marketing-Waterproof%2Fdp%2FB0BJ986NTC%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690095645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"WALKENT Premium 2 in 1 Multifunction Travel Backpack & Laptop Bag Ideal for Sales & Marketing Jobs - Waterproof, Cushioned Strap, Multiple Carrying Positions for Men - (Model Duo, 35 Ltrs)","3,029",19,4.6 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MTo1NTA2NjIwODA1NjUwMDIxOjE2OTAwOTU2NDU6c3BfYnRmOjIwMTU1OTY4NzY0Nzk4OjowOjo&url=%2FHeavy-Backpck-Laptop-Bag-GIS_003%2Fdp%2FB0BZ446D7L%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690095645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Heavy Backpck Laptop Bag GIS_003,590,,
amazon.in/sspa/click?ie=UTF8&spc=MToyMzUzNDgyNDQzNzgwOTcyOjE2OTAwOTU4NTI6c3BfYXRmX25leHQ6MjAxNjcxNTQ5ODExOTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690095852%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,EUME Tourismo 36L Laptop Backpack Bag with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,"2,499",7,4.4 out of 5 stars
amazon.in/sspa/click?ie=UTF8&spc=MToyMzUzNDgyNDQzNzgwOTcyOjE2OTAwOTU4NTI6c3BfYXRmX25leHQ6MzAwMDE0NTk0MDAxNjMyOjowOjo&url=%2FElegant-Leatherette-Waterproof-Backpack-Business%2Fdp%2FB0C4GVK22X%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690095852%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Elegant 16 inch 28 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,799,5,5.0 out of 5 stars
amazon.in/ADISA-Casual-Backpack-College-BP046-NAV_Navy/dp/B0BX3QFVSM/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1690095852&sprefix=ba%2Caps%2C283&sr=8-35,ADISA 31 Ltrs Casual Backpack School College Bag Pack,399,124,3.8 out of 5 stars
amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1690095852&sprefix=ba%2Caps%2C283&sr=8-36,ADISA Light Weight Laptop Backpack 32 Ltrs,499,"6,013",4.0 out of 5 stars
amazon.in/Exotic-Sling-Womens-Girls-Grey/dp/B092VSZ69M/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1690095852&sprefix=ba%2Caps%2C283&sr=8-37,EXOTIC Women's Sling Bag,450,"2,486",4.2 out of 5 stars
